"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	260	427	103	"Dead"
"2"	12	245.5	422.5	240	"Alive"
"3"	13	237	413	75	"Dead"
"4"	14	258.5	419	101	"Dead"
"5"	15	262.5	411	98	"Dead"
"6"	16	287.5	415.5	290	"UnStained"
"7"	17	278	414.5	280	"UnStained"
"8"	18	268.5	408.5	354	"Dead"
"9"	19	270	416	261	"UnStained"
"10"	20	269.5	417.5	225	"UnStained"
"11"	21	279	410.5	279	"UnStained"
"12"	22	274	383.5	313	"UnStained"
"13"	23	291.5	391	101	"Alive"
"14"	24	297.5	387	200	"Dead"
"15"	25	285.5	377.5	276	"UnStained"
"16"	26	258.5	372.5	44	"Alive"
"17"	27	264	364	91	"Alive"
"18"	28	252.5	355.5	678	"Alive"
"19"	29	255.5	347	577	"Alive"
"20"	30	275.5	358.5	554	"Alive"
"21"	31	265.5	351.5	592	"Alive"
"22"	32	256	346.5	726	"Alive"
"23"	33	261.5	341	822	"Alive"
"24"	34	276	346	816	"Alive"
"25"	35	278	349	287	"Alive"
"26"	36	276.5	344.5	478	"Transitional"
