"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	1381	744	781	"Dead"
"2"	23	1365.5	739.5	395	"Alive"
"3"	24	1371	733	233	"Dead"
"4"	25	1381	706.5	421	"Alive"
"5"	26	1391	712.5	545	"Alive"
"6"	27	1396.5	731	419	"Alive"
"7"	28	1397	734	461	"Alive"
"8"	29	1417.5	736	512	"Alive"
"9"	30	1422	729.5	636	"Alive"
"10"	31	1414	730.5	923	"Transitional"
"11"	32	1410.5	738.5	490	"Alive"
"12"	33	1400.5	740.5	422	"Alive"
"13"	34	1387.5	751.5	460	"Alive"
"14"	35	1390	754	382	"Alive"
"15"	36	1394	771.5	451	"Alive"
"16"	37	1391.5	787	133	"Alive"
