"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	1084.5	326	321	"Alive"
"2"	21	1083	322	370	"Alive"
"3"	22	1095	309.5	385	"Alive"
"4"	23	1096.5	314	395	"Alive"
"5"	24	1094.5	316	407	"Alive"
"6"	25	1094.5	314	401	"Alive"
"7"	26	1069	311	268	"Transitional"
"8"	27	1092	312.5	260	"Alive"
"9"	28	1098.5	319.5	227	"Alive"
"10"	29	1093	320.5	301	"Alive"
"11"	30	1089	328.5	348	"Alive"
"12"	31	1092.5	330.5	266	"Alive"
"13"	32	1093	345.5	262	"Alive"
"14"	33	1091	352.5	292	"Alive"
"15"	34	1088	334.5	207	"Alive"
"16"	35	1077	322	237	"Alive"
