"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	568	1053	85	"Alive"
"2"	6	563.5	1034.5	203	"Alive"
"3"	7	566.5	1037	204	"Alive"
"4"	8	571	1036	142	"Alive"
"5"	9	577	1032.5	215	"Alive"
"6"	10	583	1032	210	"Alive"
"7"	11	590.5	1030.5	160	"Alive"
"8"	12	600	1024	178	"Alive"
"9"	13	607.5	1022.5	192	"Alive"
"10"	14	606	1026.5	145	"Transitional"
"11"	15	605	1018	189	"Alive"
"12"	16	602	1013.5	204	"Alive"
"13"	17	601	1012	216	"Alive"
"14"	18	599.5	1012	205	"Alive"
"15"	19	596.5	1018	192	"Alive"
"16"	20	601	1009	163	"Transitional"
"17"	21	619	995.5	234	"Transitional"
"18"	22	629.5	986.5	209	"Transitional"
"19"	23	636	992.5	250	"Transitional"
"20"	24	618	975.5	237	"Transitional"
"21"	25	620	979	343	"Dead"
"22"	26	629	990	558	"Dead"
