"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	240	513.5	169	"Alive"
"2"	5	245	504	134	"Dead"
"3"	6	255.5	489.5	184	"Alive"
"4"	7	272	485.5	204	"Alive"
"5"	8	280.5	487.5	211	"Alive"
"6"	9	287	478	233	"Alive"
"7"	10	286.5	491.5	272	"Alive"
"8"	11	291	492.5	222	"Alive"
"9"	12	294.5	488.5	268	"Alive"
"10"	13	300.5	474	285	"Alive"
"11"	14	313	468	305	"Alive"
"12"	15	314	458	309	"Alive"
"13"	16	311.5	453	353	"Alive"
"14"	17	300	455	328	"Alive"
"15"	18	298	460.5	328	"Alive"
"16"	19	287	463.5	330	"Alive"
