"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	1331.5	388	149	"Alive"
"2"	3	1331.5	382.5	148	"Alive"
"3"	4	1330	382	168	"Alive"
"4"	5	1329	380.5	172	"Alive"
"5"	6	1329	378.5	200	"Alive"
"6"	7	1336.5	380	211	"Alive"
"7"	8	1343	372	285	"Alive"
"8"	9	1344	357	327	"Alive"
"9"	10	1342.5	350	333	"Alive"
"10"	11	1343	358.5	345	"Alive"
"11"	12	1344.5	359	375	"Alive"
"12"	13	1339	349	341	"Alive"
"13"	14	1334	351.5	388	"Alive"
"14"	15	1337	353	411	"Alive"
"15"	16	1331	352.5	399	"Alive"
"16"	17	1333	361	405	"Alive"
"17"	18	1335	355.5	490	"Alive"
"18"	19	1325.5	349.5	448	"Alive"
"19"	20	1332	343	476	"Transitional"
