"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	9	477	744.5	194	"Alive"
"2"	10	466.5	748	214	"Alive"
"3"	11	446	741.5	198	"Alive"
"4"	12	431.5	735	218	"Alive"
"5"	13	416	759	179	"Alive"
"6"	14	402.5	757	175	"Alive"
"7"	15	381.5	754	246	"Alive"
"8"	16	372	761.5	193	"Alive"
"9"	17	362.5	773.5	211	"Alive"
"10"	18	361.5	779	197	"Alive"
"11"	19	349	782.5	222	"Alive"
"12"	20	347.5	791.5	188	"Alive"
"13"	21	339	790.5	197	"Alive"
"14"	22	321.5	775	201	"Alive"
"15"	23	308.5	764	202	"Alive"
"16"	24	305	753.5	235	"Alive"
"17"	25	303	741	444	"Transitional"
"18"	26	306	755	174	"Alive"
"19"	27	298.5	756	223	"Alive"
"20"	28	294.5	751.5	218	"Alive"
"21"	29	291	750	213	"Alive"
"22"	30	279.5	750.5	228	"Alive"
"23"	31	279	754	239	"Alive"
