"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	8	492	942	113	"Alive"
"2"	9	490.5	956	126	"Alive"
"3"	10	495.5	963	106	"Alive"
"4"	11	489	965.5	114	"Alive"
"5"	12	488	956	114	"Alive"
"6"	13	500	949	104	"Alive"
"7"	14	507	920	171	"Alive"
"8"	15	508.5	915	179	"Alive"
"9"	16	512.5	927.5	150	"Alive"
"10"	17	510.5	930.5	142	"Alive"
"11"	18	496	910	126	"Transitional"
"12"	19	504	917	146	"Transitional"
"13"	20	503.5	921	106	"Transitional"
"14"	21	518	910	122	"Transitional"
"15"	22	522.5	926.5	152	"Alive"
"16"	23	521.5	916	247	"Alive"
