"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	590	263.5	216	"Alive"
"2"	12	607.5	257	311	"Alive"
"3"	13	609.5	270	424	"Alive"
"4"	14	617.5	287.5	320	"Alive"
"5"	15	612.5	304.5	388	"Alive"
"6"	16	615	308	364	"Alive"
"7"	17	616.5	305.5	381	"Alive"
"8"	18	602.5	311.5	341	"Alive"
"9"	19	605.5	318	316	"Alive"
"10"	20	600	327.5	341	"Alive"
"11"	21	601.5	337.5	275	"Alive"
"12"	22	612.5	355	352	"Alive"
"13"	23	597	349.5	149	"Alive"
"14"	24	591	341.5	189	"Alive"
"15"	25	586.5	340.5	187	"Alive"
"16"	26	582.5	323	222	"Alive"
"17"	27	585.5	310.5	219	"Alive"
"18"	28	590.5	309	254	"Alive"
"19"	29	598.5	306.5	254	"Alive"
"20"	30	600.5	303.5	251	"Alive"
"21"	31	600	311	232	"Alive"
"22"	32	601.5	316.5	143	"Alive"
"23"	33	601.5	309	241	"Alive"
"24"	34	596.5	309.5	258	"Alive"
