"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	103.5	210	154	"Alive"
"2"	16	86	207.5	249	"Alive"
"3"	17	75	216	288	"Alive"
"4"	18	69	220	263	"Alive"
"5"	19	67	222	262	"Alive"
"6"	20	58	224.5	222	"Alive"
"7"	21	48	226	127	"Transitional"
"8"	22	67.5	219.5	383	"Transitional"
"9"	23	64.5	239	185	"Alive"
"10"	24	60.5	232.5	520	"Alive"
"11"	25	69.5	225.5	261	"Transitional"
"12"	26	56	223	339	"Dead"
"13"	27	50	224	113	"Dead"
"14"	28	41.5	252.5	468	"Dead"
"15"	29	33	238	323	"Dead"
"16"	30	39	238	279	"Dead"
"17"	31	29	221.5	103	"Dead"
"18"	32	31.5	203.5	431	"Dead"
"19"	33	40	212	96	"Dead"
"20"	34	37	212	128	"Dead"
"21"	35	47.5	214.5	118	"Dead"
"22"	36	31	239	94	"Dead"
"23"	37	32.5	235.5	188	"Transitional"
