"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	621	892.5	298	"Alive"
"2"	22	606	893.5	592	"Transitional"
"3"	23	586.5	907	101	"Transitional"
"4"	24	599.5	907.5	239	"Transitional"
"5"	25	582	897.5	124	"Dead"
"6"	26	582.5	888.5	103	"Dead"
"7"	27	581	891.5	159	"Dead"
"8"	28	581.5	888	118	"Dead"
"9"	29	579	889.5	134	"Dead"
"10"	30	576.5	894.5	117	"Dead"
"11"	31	561	903.5	439	"Dead"
"12"	32	563	887.5	159	"Dead"
"13"	33	561.5	884.5	300	"Dead"
"14"	34	561	890.5	334	"Dead"
"15"	35	561.5	884.5	351	"Dead"
