"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	10	1165.5	431.5	250	"Alive"
"2"	11	1160.5	449	292	"Alive"
"3"	12	1163.5	436.5	254	"Alive"
"4"	13	1157.5	460	310	"Alive"
"5"	14	1154	484	294	"Alive"
"6"	15	1142.5	493	163	"Alive"
"7"	16	1129	490.5	304	"Alive"
"8"	17	1109	497	274	"Alive"
"9"	18	1095	494.5	272	"Alive"
"10"	19	1107	502	240	"Alive"
"11"	20	1116	504	282	"Alive"
"12"	21	1132.5	506.5	326	"Alive"
"13"	22	1135.5	501	335	"Alive"
"14"	23	1134.5	491	301	"Alive"
"15"	24	1126	482	279	"Alive"
"16"	25	1113.5	483	203	"Alive"
"17"	26	1097	483	244	"Alive"
"18"	27	1081.5	484	306	"Alive"
"19"	28	1087	488	189	"Alive"
