"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	638.5	381	220	"Alive"
"2"	6	647	386.5	223	"Alive"
"3"	7	656.5	404.5	241	"Alive"
"4"	8	663	399.5	265	"Alive"
"5"	9	667	412	275	"Alive"
"6"	10	672.5	411	274	"Alive"
"7"	11	680.5	404	272	"Alive"
"8"	12	686	403	322	"Alive"
"9"	13	690.5	400.5	317	"Alive"
"10"	14	688	398	316	"Alive"
"11"	15	689.5	410.5	321	"Alive"
"12"	16	702.5	413.5	366	"Alive"
"13"	17	702.5	426.5	355	"Alive"
"14"	18	707.5	443	421	"Alive"
"15"	19	702.5	462	409	"Alive"
"16"	20	691	463.5	410	"Alive"
"17"	21	677	475.5	431	"Alive"
"18"	22	660.5	483	398	"Alive"
"19"	23	658.5	471	406	"Alive"
"20"	24	642	462.5	402	"Alive"
"21"	25	648.5	459.5	469	"Transitional"
"22"	26	645	461.5	434	"Transitional"
"23"	27	646	463	542	"Transitional"
"24"	28	649.5	459.5	553	"Transitional"
"25"	29	643.5	442.5	475	"Transitional"
"26"	30	646	432.5	613	"Transitional"
"27"	31	665	438.5	561	"Transitional"
