"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	278	67.5	130	"Dead"
"2"	5	283.5	57.5	87	"Dead"
"3"	6	287	57.5	98	"Alive"
"4"	7	303	57	102	"Dead"
"5"	8	300	63.5	109	"Alive"
"6"	9	297.5	58.5	142	"Alive"
"7"	10	293.5	74	139	"Dead"
"8"	11	296.5	87	107	"Dead"
"9"	12	294.5	79	134	"Dead"
"10"	13	296	53	91	"Dead"
"11"	14	288.5	48	110	"Dead"
"12"	15	296	28.5	38	"Alive"
"13"	16	281	16.5	326	"Alive"
"14"	17	267.5	19.5	354	"Alive"
"15"	18	280.5	38.5	387	"Alive"
"16"	19	274	45	346	"Alive"
"17"	20	258	46	411	"Alive"
"18"	21	262.5	57.5	413	"Alive"
"19"	22	257	57	218	"Alive"
"20"	23	254.5	60	183	"Alive"
