"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1162.5	131	167	"Transitional"
"2"	16	1153	144.5	194	"Transitional"
"3"	17	1171	145.5	204	"Transitional"
"4"	18	1150.5	166	143	"Alive"
"5"	19	1152	146	317	"Alive"
"6"	20	1140.5	132.5	194	"Dead"
"7"	21	1136.5	104	241	"Alive"
"8"	22	1119.5	120	223	"Alive"
"9"	23	1125.5	127.5	273	"Alive"
"10"	24	1119.5	115.5	243	"Alive"
"11"	25	1109	102.5	210	"Dead"
"12"	26	1105	85.5	290	"Alive"
"13"	27	1093	100	97	"Dead"
"14"	28	1094	107	298	"Alive"
"15"	29	1085	124	215	"Dead"
"16"	30	1079	111	125	"Dead"
"17"	31	1078.5	118	28	"Dead"
"18"	32	1102	125	362	"Transitional"
"19"	33	1093	111	188	"Dead"
"20"	34	1097	110.5	234	"Dead"
