"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	234	547	244	"Transitional"
"2"	24	236.5	545.5	190	"Transitional"
"3"	25	234	540	259	"Transitional"
"4"	26	233.5	537	235	"Transitional"
"5"	27	229	536.5	181	"Transitional"
"6"	28	228	521.5	135	"Alive"
"7"	29	227	520.5	175	"Alive"
"8"	30	225.5	527.5	140	"Alive"
"9"	31	231.5	528	292	"Alive"
"10"	32	241	524	102	"Alive"
"11"	33	222	510	312	"Transitional"
"12"	34	202	530	260	"Alive"
"13"	35	196.5	527	212	"Alive"
"14"	36	194.5	530.5	239	"Alive"
