"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	1278	687	134	"Dead"
"2"	23	1264	671.5	214	"Dead"
"3"	24	1248	657.5	165	"Dead"
"4"	25	1255.5	673.5	281	"Dead"
"5"	26	1268.5	658.5	102	"Dead"
"6"	27	1248	645.5	183	"Alive"
"7"	28	1238	648	484	"Dead"
"8"	29	1248.5	625.5	52	"Transitional"
"9"	30	1278.5	621	148	"Dead"
"10"	31	1277.5	618	307	"Dead"
"11"	32	1284	624	198	"Transitional"
"12"	33	1278	626.5	201	"Transitional"
"13"	34	1265.5	628	454	"Alive"
"14"	35	1240	625.5	220	"Alive"
