"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	507	180	174	"Alive"
"2"	5	520	182.5	148	"Alive"
"3"	6	527	196	202	"Alive"
"4"	7	546	196	170	"Alive"
"5"	8	564	191	178	"Alive"
"6"	9	582	186.5	221	"Alive"
"7"	10	604.5	189.5	223	"Alive"
"8"	11	627	197.5	243	"Alive"
"9"	12	647.5	198	246	"Alive"
"10"	13	640	207.5	197	"Alive"
"11"	14	636.5	235	215	"Alive"
"12"	15	659.5	240	224	"Alive"
"13"	16	676.5	231.5	233	"Alive"
"14"	17	681	243.5	258	"Alive"
"15"	18	699	236.5	279	"Alive"
"16"	19	709.5	230	270	"Alive"
"17"	20	705	220	275	"Alive"
"18"	21	699	222	282	"Alive"
"19"	22	710	224.5	264	"Alive"
"20"	23	715	232.5	336	"Alive"
"21"	24	713.5	232.5	274	"Alive"
"22"	25	718	230.5	343	"Alive"
