"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1318.5	887	247	"Alive"
"2"	16	1318	871	267	"Alive"
"3"	17	1305	856	167	"Alive"
"4"	18	1298	847	216	"Alive"
"5"	19	1281	826	297	"Transitional"
"6"	20	1254.5	816	156	"Dead"
"7"	21	1268.5	826.5	210	"Dead"
"8"	22	1273	830	208	"Dead"
"9"	23	1274	820	174	"Dead"
"10"	24	1262.5	800	152	"Alive"
"11"	25	1261.5	786	574	"Alive"
"12"	26	1270.5	776.5	284	"Dead"
"13"	27	1275.5	792	356	"Dead"
"14"	28	1265.5	794	386	"Alive"
"15"	29	1269	806	625	"Alive"
"16"	30	1262.5	815.5	619	"Alive"
"17"	31	1268.5	820.5	541	"Alive"
"18"	32	1275	819	699	"Alive"
"19"	33	1267	818	540	"Alive"
