"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	134	656.5	289	"Alive"
"2"	5	141.5	661.5	278	"Alive"
"3"	6	141	656	202	"Alive"
"4"	7	145	660.5	206	"Alive"
"5"	8	143.5	666	217	"Alive"
"6"	9	150	675.5	225	"Alive"
"7"	10	150.5	679.5	248	"Alive"
"8"	11	156.5	678	269	"Alive"
"9"	12	153.5	687	248	"Alive"
"10"	13	155	688.5	249	"Alive"
"11"	14	159.5	685.5	239	"Alive"
"12"	15	156.5	686.5	237	"Alive"
"13"	16	155.5	681	268	"Alive"
"14"	17	155.5	681.5	247	"Alive"
"15"	18	160	686	250	"Alive"
"16"	19	163	692.5	279	"Alive"
"17"	20	169	690.5	256	"Alive"
"18"	21	177.5	692	266	"Alive"
"19"	22	199.5	698.5	214	"Transitional"
"20"	23	190.5	689.5	159	"Transitional"
"21"	24	191	683	236	"Transitional"
"22"	25	190.5	680.5	277	"Transitional"
