"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	1426.5	400	168	"Alive"
"2"	12	1423	410.5	204	"Alive"
"3"	13	1417	396	288	"Alive"
"4"	14	1417	392	326	"Alive"
"5"	15	1412.5	386.5	310	"Alive"
"6"	16	1401.5	392.5	322	"Alive"
"7"	17	1391	389.5	329	"Alive"
"8"	18	1385.5	390	352	"Alive"
"9"	19	1373.5	392.5	379	"Alive"
"10"	20	1383.5	392	353	"Alive"
"11"	21	1391	392.5	341	"Alive"
"12"	22	1386.5	396.5	301	"Alive"
"13"	23	1393	393	389	"Alive"
"14"	24	1395	388.5	305	"Alive"
"15"	25	1398	383	333	"Alive"
"16"	26	1399	385.5	338	"Alive"
"17"	27	1405.5	382	397	"Alive"
"18"	28	1402	394.5	386	"Alive"
"19"	29	1404.5	387	308	"Alive"
"20"	30	1408	378.5	581	"Alive"
"21"	31	1398	382	338	"Alive"
"22"	32	1384	370.5	663	"Transitional"
