"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	213.5	912	195	"Alive"
"2"	12	207	910.5	274	"Alive"
"3"	13	199	899.5	181	"Alive"
"4"	14	200	893	157	"Alive"
"5"	15	202.5	896.5	154	"Alive"
"6"	16	217	886.5	191	"Alive"
"7"	17	215.5	879	178	"Alive"
"8"	18	210.5	876	162	"Alive"
"9"	19	198	878	182	"Alive"
"10"	20	193.5	878	167	"Alive"
"11"	21	183.5	876	169	"Alive"
"12"	22	181.5	877	160	"Alive"
"13"	23	176.5	885.5	245	"Alive"
"14"	24	161.5	884	354	"Alive"
"15"	25	162.5	888.5	238	"Alive"
"16"	26	159.5	887.5	262	"Alive"
"17"	27	157	883.5	236	"Alive"
