"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	228	234.5	222	"Transitional"
"2"	3	219	228	244	"Alive"
"3"	4	203.5	202.5	203	"Alive"
"4"	5	207	214.5	112	"Alive"
"5"	6	198	237.5	210	"Alive"
"6"	7	202.5	221.5	235	"Alive"
"7"	8	216.5	234	313	"Alive"
"8"	9	228	226.5	272	"Alive"
"9"	10	231.5	234.5	301	"Alive"
"10"	11	241	236.5	278	"Alive"
"11"	12	249.5	237	319	"Alive"
"12"	13	241	230	326	"Alive"
"13"	14	248	217.5	289	"Alive"
"14"	15	265.5	216.5	350	"Alive"
"15"	16	260	203.5	328	"Alive"
"16"	17	265.5	184	151	"Alive"
"17"	18	295	185.5	181	"Transitional"
"18"	19	311.5	176	94	"Alive"
"19"	20	308	162	234	"Transitional"
"20"	21	315	156.5	172	"Dead"
"21"	22	306.5	151.5	325	"Alive"
"22"	23	328.5	163	268	"Transitional"
