"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	282.5	919.5	126	"Dead"
"2"	6	283	943	157	"Dead"
"3"	7	291.5	951	196	"Dead"
"4"	8	290	947.5	188	"Transitional"
"5"	9	271.5	941.5	195	"Dead"
"6"	10	252	942	120	"Transitional"
"7"	11	253	946.5	262	"Alive"
"8"	12	241.5	953	91	"Alive"
"9"	13	235	942.5	90	"Dead"
"10"	14	227	919	106	"Dead"
"11"	15	225	918	114	"Dead"
"12"	16	242	918.5	115	"Dead"
"13"	17	243.5	912.5	95	"Transitional"
"14"	18	254.5	902	87	"Dead"
"15"	19	263.5	908.5	177	"Alive"
"16"	20	267	911.5	179	"Alive"
"17"	21	245	893.5	111	"Transitional"
