"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	910	827.5	97	"Alive"
"2"	16	914.5	825	121	"Alive"
"3"	17	918	823.5	242	"Alive"
"4"	18	915	828	239	"Alive"
"5"	19	913.5	835.5	243	"Alive"
"6"	20	932.5	827	590	"Transitional"
"7"	21	949.5	837	258	"Alive"
"8"	22	970	845.5	228	"Alive"
"9"	23	967.5	851.5	309	"Alive"
"10"	24	950.5	831	403	"Alive"
"11"	25	957	845	315	"Alive"
"12"	26	982.5	849.5	323	"Alive"
"13"	27	981	855	183	"Transitional"
"14"	28	981.5	865	353	"Transitional"
"15"	29	981.5	872	505	"Dead"
