"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	890.5	493.5	134	"Transitional"
"2"	3	894	508	191	"Alive"
"3"	4	899	514.5	179	"Alive"
"4"	5	891.5	520.5	195	"Alive"
"5"	6	875.5	519.5	191	"Alive"
"6"	7	871.5	522	213	"Alive"
"7"	8	865.5	527.5	219	"Alive"
"8"	9	874.5	534.5	210	"Alive"
"9"	10	874	550.5	234	"Alive"
"10"	11	876	574	241	"Alive"
"11"	12	883	570	202	"Alive"
"12"	13	883	577	211	"Alive"
"13"	14	872	581	229	"Alive"
"14"	15	869.5	595.5	207	"Alive"
"15"	16	866.5	605.5	229	"Alive"
"16"	17	870.5	611	219	"Alive"
"17"	18	875	608.5	201	"Alive"
"18"	19	885	600	211	"Alive"
"19"	20	884	578.5	227	"Alive"
"20"	21	884.5	565	202	"Alive"
"21"	22	886.5	560.5	233	"Alive"
"22"	23	887	557.5	249	"Alive"
"23"	24	889.5	556	250	"Alive"
"24"	25	891.5	551	259	"Alive"
"25"	26	893.5	551	276	"Alive"
"26"	27	921.5	547	705	"Dead"
