"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	571	360.5	138	"Alive"
"2"	18	568	370	369	"Dead"
"3"	19	579.5	383.5	73	"Dead"
"4"	20	588.5	389	240	"Transitional"
"5"	21	588	370.5	102	"Transitional"
"6"	22	593.5	364	249	"Dead"
"7"	23	582.5	382	163	"Alive"
"8"	24	595	363.5	235	"Alive"
"9"	25	611.5	359.5	333	"Alive"
"10"	26	607.5	368	474	"Alive"
"11"	27	605.5	378.5	274	"Alive"
"12"	28	610	379	216	"Alive"
"13"	29	620	370	283	"Alive"
"14"	30	614.5	364	231	"Transitional"
"15"	31	629.5	360.5	182	"Alive"
