"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	1295.5	1027.5	404	"Transitional"
"2"	6	1303	1004	38	"Alive"
"3"	7	1300	1002.5	187	"Alive"
"4"	8	1296.5	986	222	"Alive"
"5"	9	1288	983	215	"Alive"
"6"	10	1273.5	984	227	"Alive"
"7"	11	1273.5	984	246	"Alive"
"8"	12	1271	979.5	249	"Alive"
"9"	13	1265.5	984	247	"Alive"
"10"	14	1259	987.5	237	"Alive"
"11"	15	1260	979	246	"Alive"
"12"	16	1255	978.5	244	"Alive"
"13"	17	1259.5	984.5	260	"Alive"
"14"	18	1274.5	971.5	251	"Alive"
"15"	19	1273	975.5	270	"Alive"
"16"	20	1277	976.5	245	"Alive"
