"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	101	755.5	258	"Alive"
"2"	24	85.5	741.5	257	"Alive"
"3"	25	83.5	728.5	229	"Alive"
"4"	26	79	717.5	204	"Alive"
"5"	27	98.5	702.5	246	"Dead"
"6"	28	99.5	695	314	"Alive"
"7"	29	104.5	686	177	"Dead"
"8"	30	111.5	692.5	293	"Transitional"
"9"	31	113.5	687	141	"Transitional"
"10"	32	105.5	691.5	244	"Dead"
"11"	33	96	673.5	199	"Dead"
"12"	34	102	693.5	219	"Alive"
"13"	35	105.5	683.5	320	"Dead"
"14"	36	118	688	281	"Alive"
"15"	37	126.5	668.5	309	"Transitional"
