"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	495	998.5	134	"Alive"
"2"	7	506.5	980.5	180	"Alive"
"3"	8	501.5	985	208	"Alive"
"4"	9	503	984	180	"Alive"
"5"	10	517.5	982.5	203	"Alive"
"6"	11	525	983	223	"Alive"
"7"	12	526	989	196	"Alive"
"8"	13	525.5	1005	221	"Alive"
"9"	14	513.5	988.5	290	"Alive"
"10"	15	519	1000	316	"Alive"
"11"	16	522.5	975.5	172	"Transitional"
"12"	17	526.5	973.5	221	"Transitional"
"13"	18	532	977.5	339	"Dead"
"14"	19	555	962	97	"Transitional"
"15"	20	540	953.5	220	"Dead"
"16"	21	538	962.5	402	"Transitional"
"17"	22	540.5	983	227	"Alive"
"18"	23	539	990.5	204	"Transitional"
"19"	24	548	989	70	"Alive"
"20"	25	559.5	1009.5	230	"Alive"
"21"	26	555.5	1017	212	"Alive"
"22"	27	556.5	1036	124	"Transitional"
"23"	28	542	1011.5	153	"Transitional"
