"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	8	205.5	666	152	"Alive"
"2"	9	222.5	660.5	168	"Alive"
"3"	10	240	644	178	"Alive"
"4"	11	239	620	263	"Alive"
"5"	12	244.5	615.5	326	"Alive"
"6"	13	263	611.5	300	"Alive"
"7"	14	288	617	147	"Alive"
"8"	15	318	611	363	"Alive"
"9"	16	327.5	601	344	"Alive"
"10"	17	329.5	584	301	"Alive"
"11"	18	335	584.5	282	"Alive"
"12"	19	337.5	589.5	270	"Alive"
"13"	20	349	588.5	326	"Alive"
"14"	21	375	582.5	351	"Alive"
"15"	22	394.5	582.5	239	"Alive"
"16"	23	414.5	588	301	"Alive"
