"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	195.5	516	218	"Alive"
"2"	13	188	505	223	"Alive"
"3"	14	187	495.5	268	"Alive"
"4"	15	173	472.5	306	"Alive"
"5"	16	193.5	459.5	135	"Alive"
"6"	17	174.5	452.5	129	"Alive"
"7"	18	170	453	146	"Alive"
"8"	19	163	462.5	141	"Alive"
"9"	20	164.5	462	193	"Alive"
"10"	21	162.5	471	190	"Alive"
"11"	22	158	462	213	"Alive"
"12"	23	139	466.5	209	"Alive"
"13"	24	132	464	137	"Transitional"
"14"	25	132.5	455	176	"Transitional"
"15"	26	123.5	450	657	"Transitional"
"16"	27	113	462.5	598	"Transitional"
"17"	28	97.5	472.5	124	"Dead"
"18"	29	99	465	289	"Dead"
