"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	1322.5	1019	215	"Alive"
"2"	4	1327.5	1019	205	"Alive"
"3"	5	1332	1022	224	"Alive"
"4"	6	1340	1018.5	233	"Alive"
"5"	7	1342	1018	244	"Alive"
"6"	8	1340.5	1009	278	"Alive"
"7"	9	1337	1001.5	303	"Alive"
"8"	10	1330.5	989.5	331	"Alive"
"9"	11	1327.5	983	343	"Alive"
"10"	12	1326	989.5	358	"Alive"
"11"	13	1318	981.5	342	"Alive"
"12"	14	1309	971	342	"Alive"
"13"	15	1304.5	969.5	407	"Alive"
"14"	16	1298	972	419	"Alive"
"15"	17	1295.5	970	441	"Alive"
