"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	502	392.5	180	"Alive"
"2"	6	501	394.5	222	"Alive"
"3"	7	498.5	394	228	"Alive"
"4"	8	491.5	391.5	248	"Alive"
"5"	9	499	392	257	"Alive"
"6"	10	508.5	389	229	"Alive"
"7"	11	504	369.5	254	"Alive"
"8"	12	505	369.5	239	"Alive"
"9"	13	503	356.5	302	"Alive"
"10"	14	504.5	330	292	"Alive"
"11"	15	495.5	324	298	"Alive"
"12"	16	501	324	269	"Alive"
"13"	17	512	336.5	272	"Alive"
"14"	18	496	337	226	"Transitional"
"15"	19	487.5	341	266	"Transitional"
"16"	20	460	335	272	"Alive"
