"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1425.5	379	164	"Alive"
"2"	20	1423.5	392.5	258	"Alive"
"3"	21	1422	395	345	"Alive"
"4"	22	1428.5	394	93	"Alive"
"5"	23	1403	402.5	285	"Transitional"
"6"	24	1420.5	398	181	"Dead"
"7"	25	1417.5	410.5	189	"Dead"
"8"	26	1427	397	134	"Alive"
"9"	27	1420.5	389.5	250	"Dead"
"10"	28	1428	387	95	"Dead"
"11"	29	1427.5	396	128	"Dead"
"12"	30	1423	393.5	409	"Dead"
"13"	31	1424	402.5	81	"Dead"
"14"	32	1408.5	409.5	127	"Alive"
"15"	33	1408	421.5	115	"Dead"
"16"	34	1398	419.5	117	"Dead"
"17"	35	1407	401.5	139	"Dead"
