"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	1395.5	790.5	164	"Alive"
"2"	7	1386.5	797	197	"Alive"
"3"	8	1380	800	237	"Alive"
"4"	9	1406	798.5	267	"Alive"
"5"	10	1406.5	811.5	170	"Alive"
"6"	11	1423	812.5	197	"Alive"
"7"	12	1429.5	803	207	"Alive"
"8"	13	1430	807.5	128	"Alive"
"9"	14	1427	808	153	"Alive"
"10"	15	1424.5	809.5	220	"Alive"
"11"	16	1421.5	804.5	240	"Alive"
"12"	17	1420.5	802	206	"Alive"
"13"	18	1416.5	793.5	209	"Alive"
"14"	19	1406.5	787	221	"Alive"
"15"	20	1397	787.5	248	"Alive"
"16"	21	1393.5	789	227	"Alive"
