"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	1341	196	167	"Dead"
"2"	8	1340.5	203.5	152	"Dead"
"3"	9	1338	199.5	117	"Dead"
"4"	10	1330.5	195.5	102	"UnStained"
"5"	11	1335	170	203	"Alive"
"6"	12	1324.5	165	227	"Alive"
"7"	13	1302.5	170	245	"Alive"
"8"	14	1286.5	176.5	208	"Alive"
"9"	15	1275.5	177.5	192	"Alive"
"10"	16	1268.5	186.5	196	"Alive"
"11"	17	1256.5	196	207	"Alive"
"12"	18	1252	203.5	216	"Alive"
"13"	19	1246	205	220	"Alive"
"14"	20	1236	198	157	"Alive"
"15"	21	1230.5	184	184	"Alive"
"16"	22	1232	184.5	280	"Alive"
"17"	23	1229.5	187	270	"Alive"
