"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	9	1358.5	682	218	"Alive"
"2"	10	1348	684	227	"Alive"
"3"	11	1349.5	687.5	217	"Alive"
"4"	12	1350.5	686.5	249	"Alive"
"5"	13	1347.5	703.5	244	"Alive"
"6"	14	1346	712.5	267	"Alive"
"7"	15	1344	723	306	"Alive"
"8"	16	1340	740.5	302	"Alive"
"9"	17	1333.5	753	256	"Alive"
"10"	18	1332	757.5	278	"Alive"
"11"	19	1323	748	290	"Alive"
"12"	20	1317	745.5	246	"Alive"
"13"	21	1304	752	302	"Alive"
"14"	22	1305	747	382	"Alive"
"15"	23	1281	748.5	681	"Alive"
"16"	24	1278.5	749	502	"Alive"
"17"	25	1284	759	229	"Alive"
"18"	26	1290.5	760	287	"Alive"
"19"	27	1286.5	768	310	"Alive"
"20"	28	1293	755	293	"Alive"
"21"	29	1280.5	743	171	"Transitional"
"22"	30	1278	743.5	282	"Transitional"
"23"	31	1279.5	746	261	"Alive"
"24"	32	1298.5	756	169	"Dead"
"25"	33	1301.5	759.5	392	"Dead"
"26"	34	1291.5	779	342	"Dead"
"27"	35	1289.5	779	463	"Alive"
"28"	36	1272	767	487	"Alive"
"29"	37	1272.5	762	423	"Alive"
