"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	1148.5	425.5	108	"Dead"
"2"	8	1144	422.5	141	"Dead"
"3"	9	1141.5	407.5	212	"Dead"
"4"	10	1144	408.5	168	"Dead"
"5"	11	1144.5	410	205	"Dead"
"6"	12	1150	412.5	161	"Dead"
"7"	13	1152	413	133	"Dead"
"8"	14	1156	411	129	"Dead"
"9"	15	1161	403.5	145	"Dead"
"10"	16	1172.5	395.5	120	"Dead"
"11"	17	1187	408	242	"Dead"
"12"	18	1193.5	410.5	293	"Transitional"
"13"	19	1195.5	413	268	"Dead"
"14"	20	1198.5	404	309	"Alive"
"15"	21	1208	395	348	"Alive"
"16"	22	1215	377	342	"Alive"
"17"	23	1237.5	379	176	"Alive"
"18"	24	1238.5	373.5	179	"Transitional"
"19"	25	1233.5	352	206	"Dead"
"20"	26	1228	364.5	233	"Dead"
"21"	27	1230.5	373.5	329	"Dead"
"22"	28	1225.5	358	196	"Dead"
"23"	29	1223	359	340	"Dead"
"24"	30	1213.5	336.5	422	"Dead"
