"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	1360.5	148.5	167	"Transitional"
"2"	19	1349	146	136	"Transitional"
"3"	20	1355.5	156.5	209	"Alive"
"4"	21	1359.5	157	229	"Dead"
"5"	22	1359	158.5	178	"Dead"
"6"	23	1342.5	163	181	"Alive"
"7"	24	1351	154	200	"Alive"
"8"	25	1366.5	186	318	"Alive"
"9"	26	1362	180.5	180	"Alive"
"10"	27	1351	167	169	"Alive"
"11"	28	1353	161	760	"Alive"
"12"	29	1350	166	609	"Alive"
"13"	30	1344.5	170	621	"Alive"
"14"	31	1332.5	178	647	"Transitional"
"15"	32	1325.5	180	525	"Alive"
"16"	33	1322	165.5	448	"Transitional"
