"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	133	687	127	"Alive"
"2"	18	120.5	674.5	411	"Alive"
"3"	19	130	668.5	390	"Alive"
"4"	20	122	641	361	"Alive"
"5"	21	127.5	652.5	410	"Alive"
"6"	22	121.5	648.5	439	"Alive"
"7"	23	121	640	405	"Alive"
"8"	24	126.5	617.5	372	"Alive"
"9"	25	122	616	411	"Alive"
"10"	26	142	598.5	152	"Alive"
"11"	27	144.5	576.5	389	"Transitional"
"12"	28	145	575	339	"Transitional"
"13"	29	148.5	577.5	387	"Transitional"
"14"	30	150.5	583	342	"Dead"
