"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	1352.5	522.5	119	"Alive"
"2"	4	1343	522	150	"Alive"
"3"	5	1339	523	186	"Alive"
"4"	6	1338.5	527.5	207	"Alive"
"5"	7	1332	524	192	"Alive"
"6"	8	1331.5	529.5	225	"Alive"
"7"	9	1319	533.5	230	"Alive"
"8"	10	1319	547	216	"Alive"
"9"	11	1305	553	224	"Alive"
"10"	12	1287.5	567	226	"Transitional"
"11"	13	1275	575.5	233	"Alive"
"12"	14	1263	567.5	253	"Transitional"
"13"	15	1245.5	553.5	276	"Transitional"
"14"	16	1248	545.5	284	"Transitional"
"15"	17	1242	539.5	288	"Transitional"
"16"	18	1238	541	306	"Transitional"
"17"	19	1232	545.5	283	"Transitional"
"18"	20	1229.5	543.5	340	"Alive"
"19"	21	1230	542	335	"Alive"
"20"	22	1230.5	542	395	"Alive"
"21"	23	1235	539	369	"Alive"
"22"	24	1236	538	360	"Alive"
"23"	25	1229.5	531.5	385	"Alive"
"24"	26	1227	529.5	408	"Alive"
"25"	27	1231.5	544.5	196	"Transitional"
"26"	28	1229.5	557.5	317	"Alive"
"27"	29	1235.5	555.5	322	"Alive"
"28"	30	1242.5	555.5	326	"Transitional"
"29"	31	1231	565.5	308	"Alive"
"30"	32	1215.5	575.5	235	"Transitional"
"31"	33	1222	570.5	471	"Alive"
