"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1003	214	98	"Alive"
"2"	20	1000.5	237.5	117	"Alive"
"3"	21	1006	231.5	159	"Alive"
"4"	22	1010	242	142	"Alive"
"5"	23	1010.5	241.5	298	"Alive"
"6"	24	1028	242	239	"Alive"
"7"	25	1023.5	247	303	"Alive"
"8"	26	1030.5	235	238	"Dead"
"9"	27	1033.5	240.5	510	"Dead"
"10"	28	1030.5	255	191	"Dead"
"11"	29	1031	264.5	158	"Dead"
"12"	30	1025	274	466	"Transitional"
"13"	31	1018	265.5	384	"Transitional"
"14"	32	1011.5	262	290	"Transitional"
"15"	33	1009.5	267.5	345	"Alive"
"16"	34	1006	274	580	"Alive"
"17"	35	993.5	279.5	251	"Alive"
"18"	36	995.5	266.5	87	"Dead"
"19"	37	969.5	277.5	255	"Dead"
