"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	217	1048.5	100	"Alive"
"2"	8	226	1049	234	"Alive"
"3"	9	226.5	1050	195	"Alive"
"4"	10	220.5	1058	187	"Alive"
"5"	11	240	1043	328	"Alive"
"6"	12	232.5	1033	222	"Alive"
"7"	13	220	1033	318	"Alive"
"8"	14	215.5	1031	373	"Alive"
"9"	15	200	1032	346	"Alive"
"10"	16	209	1032	290	"Alive"
"11"	17	212	1036.5	250	"Alive"
"12"	18	220.5	1041	259	"Alive"
"13"	19	234.5	1037.5	268	"Alive"
"14"	20	246.5	1034.5	205	"Alive"
"15"	21	248	1036	145	"Alive"
"16"	22	241.5	1033.5	259	"Alive"
"17"	23	236.5	1031.5	465	"Transitional"
"18"	24	236	1026.5	400	"Alive"
"19"	25	241.5	1019	376	"Alive"
"20"	26	243.5	1015	471	"Alive"
"21"	27	242	1019.5	455	"Alive"
"22"	28	234	1020.5	503	"Alive"
"23"	29	230.5	1024	494	"Alive"
"24"	30	233.5	1024.5	459	"Alive"
"25"	31	243	1016	514	"Alive"
