"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	291.5	64.5	242	"Dead"
"2"	5	293.5	66.5	197	"Dead"
"3"	6	295.5	69	222	"Alive"
"4"	7	312	74	237	"Alive"
"5"	8	317	81	278	"Alive"
"6"	9	318.5	75.5	322	"Alive"
"7"	10	317.5	84	315	"Alive"
"8"	11	327	91.5	322	"Alive"
"9"	12	320.5	104	387	"Alive"
"10"	13	320.5	101.5	385	"Alive"
"11"	14	314.5	99.5	426	"Alive"
"12"	15	310.5	94.5	427	"Alive"
"13"	16	307.5	94	339	"Alive"
"14"	17	315.5	111.5	381	"Alive"
"15"	18	321.5	122.5	402	"Alive"
