"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	859.5	1013	232	"Alive"
"2"	8	852.5	1011.5	263	"Alive"
"3"	9	849	1009	202	"Alive"
"4"	10	845.5	1007.5	205	"Alive"
"5"	11	838.5	1008.5	234	"Alive"
"6"	12	846	1004	242	"Alive"
"7"	13	847.5	1001	256	"Alive"
"8"	14	853	997.5	254	"Alive"
"9"	15	862	993.5	268	"Alive"
"10"	16	872	993.5	301	"Alive"
"11"	17	869.5	997	292	"Alive"
"12"	18	870	993	294	"Transitional"
"13"	19	877.5	987	309	"Alive"
"14"	20	878	980	339	"Transitional"
"15"	21	874	982.5	368	"Alive"
