"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	1157	882.5	123	"Alive"
"2"	21	1152.5	875	558	"Alive"
"3"	22	1165.5	856.5	30	"Alive"
"4"	23	1191.5	867	104	"Alive"
"5"	24	1163	870.5	329	"Alive"
"6"	25	1155.5	896	228	"Transitional"
"7"	26	1136	893	162	"Alive"
"8"	27	1140	918	259	"Dead"
"9"	28	1133	924.5	262	"Transitional"
"10"	29	1126	942	230	"Dead"
"11"	30	1115.5	953	208	"Dead"
"12"	31	1127.5	944.5	959	"Dead"
"13"	32	1121.5	942	621	"Transitional"
"14"	33	1099	943.5	75	"Dead"
"15"	34	1087.5	946.5	139	"Dead"
