"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	604	992	231	"Transitional"
"2"	15	625.5	1014	237	"Alive"
"3"	16	630.5	1013.5	353	"Alive"
"4"	17	642	1006	452	"Alive"
"5"	18	639	1001.5	418	"Alive"
"6"	19	637	998.5	417	"Alive"
"7"	20	628.5	1004	431	"Alive"
"8"	21	630	1013.5	421	"Alive"
"9"	22	645	1015	293	"Transitional"
"10"	23	646	1013	247	"Transitional"
"11"	24	645	1012.5	327	"Transitional"
"12"	25	648.5	1019.5	322	"Transitional"
"13"	26	649	1025.5	321	"Transitional"
"14"	27	639	1019	329	"Transitional"
"15"	28	647	1033.5	311	"Transitional"
