"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	613	363	227	"Alive"
"2"	3	610	355.5	259	"Alive"
"3"	4	606.5	341.5	248	"Alive"
"4"	5	590	341	302	"Dead"
"5"	6	590	331	178	"Alive"
"6"	7	596	333.5	235	"Alive"
"7"	8	605	335	240	"Alive"
"8"	9	611.5	343.5	240	"Alive"
"9"	10	626.5	341.5	231	"Alive"
"10"	11	640.5	341	268	"Alive"
"11"	12	657.5	325.5	285	"Alive"
"12"	13	659	344	327	"Alive"
"13"	14	672	339	344	"Alive"
"14"	15	681.5	334.5	343	"Alive"
"15"	16	680.5	326.5	335	"Alive"
"16"	17	666.5	330	387	"Alive"
"17"	18	674.5	343	329	"Alive"
"18"	19	679.5	344	330	"Alive"
"19"	20	683.5	342	357	"Alive"
"20"	21	683	321.5	138	"Transitional"
