"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	1134.5	412	225	"Alive"
"2"	7	1120	398	243	"Alive"
"3"	8	1113.5	402	270	"Alive"
"4"	9	1115	407.5	281	"Alive"
"5"	10	1118.5	403.5	279	"Alive"
"6"	11	1123.5	401	318	"Alive"
"7"	12	1129	400.5	343	"Alive"
"8"	13	1132	397	359	"Alive"
"9"	14	1139	391.5	290	"Alive"
"10"	15	1147.5	396	342	"Alive"
"11"	16	1143.5	393	346	"Alive"
"12"	17	1143.5	391.5	368	"Alive"
"13"	18	1141.5	387.5	370	"Alive"
"14"	19	1147	379	415	"Alive"
"15"	20	1152.5	380	408	"Alive"
