"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	1254	955	130	"Dead"
"2"	8	1247	950	166	"Alive"
"3"	9	1239.5	950.5	180	"Dead"
"4"	10	1227.5	937	202	"Dead"
"5"	11	1221.5	939.5	245	"Alive"
"6"	12	1216	944	330	"Dead"
"7"	13	1212.5	947	379	"Dead"
"8"	14	1206	947.5	382	"Transitional"
"9"	15	1186	942.5	410	"Transitional"
"10"	16	1185	944.5	354	"Transitional"
"11"	17	1190.5	943	306	"Dead"
"12"	18	1193.5	935.5	304	"Dead"
"13"	19	1188	934	296	"Dead"
"14"	20	1180	928.5	221	"Dead"
"15"	21	1164.5	938	273	"Dead"
"16"	22	1163.5	942.5	204	"Dead"
"17"	23	1170	947	230	"Dead"
"18"	24	1173	960.5	56	"Dead"
"19"	25	1189.5	941	299	"UnStained"
"20"	26	1200	936	349	"UnStained"
"21"	27	1200	933.5	345	"UnStained"
"22"	28	1197.5	927	329	"UnStained"
"23"	29	1191	921	298	"UnStained"
