"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	1354.5	1052	77	"Alive"
"2"	4	1370	1038.5	159	"Alive"
"3"	5	1384	1059	87	"Alive"
"4"	6	1392.5	1038.5	161	"Alive"
"5"	7	1397	1010.5	165	"Alive"
"6"	8	1379	993	172	"Alive"
"7"	9	1384.5	985	204	"Alive"
"8"	10	1386	971	214	"Alive"
"9"	11	1377.5	953	230	"Alive"
"10"	12	1370	944.5	211	"Alive"
"11"	13	1370	936	220	"Alive"
"12"	14	1363.5	934	260	"Alive"
"13"	15	1351.5	927.5	226	"Alive"
"14"	16	1342.5	924	234	"Alive"
"15"	17	1349.5	931	243	"Alive"
"16"	18	1361.5	938.5	232	"Alive"
"17"	19	1365	951.5	273	"Alive"
"18"	20	1350.5	956.5	202	"Alive"
"19"	21	1356.5	959	229	"Alive"
"20"	22	1350.5	960.5	227	"Alive"
"21"	23	1330.5	966.5	238	"Alive"
"22"	24	1324	973.5	82	"Dead"
"23"	25	1336	962	169	"Dead"
