"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	802	266	159	"Transitional"
"2"	7	794.5	288.5	207	"Alive"
"3"	8	785	290.5	211	"Alive"
"4"	9	786	286.5	201	"Alive"
"5"	10	785	284.5	203	"Alive"
"6"	11	780	288	225	"Alive"
"7"	12	780	277.5	246	"Alive"
"8"	13	773	276.5	265	"Alive"
"9"	14	755.5	281.5	255	"Alive"
"10"	15	751	291.5	267	"Alive"
"11"	16	748	291.5	315	"Alive"
"12"	17	751.5	294	260	"Alive"
"13"	18	751	306.5	276	"Alive"
"14"	19	762.5	309.5	287	"Alive"
"15"	20	760	299.5	311	"Alive"
"16"	21	760	292.5	364	"Alive"
"17"	22	761	299.5	381	"Alive"
"18"	23	760.5	299	430	"Alive"
"19"	24	752	297	447	"Alive"
"20"	25	745	295.5	393	"Alive"
