"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	7	1199	890.5	223	"Alive"
"2"	8	1199.5	900	220	"Alive"
"3"	9	1202	889.5	217	"Alive"
"4"	10	1194.5	919	234	"Alive"
"5"	11	1201	920.5	227	"Alive"
"6"	12	1199	919.5	228	"Alive"
"7"	13	1196	910.5	235	"Alive"
"8"	14	1194	892	214	"Alive"
"9"	15	1186	878.5	246	"Alive"
"10"	16	1173.5	869	252	"Alive"
"11"	17	1157.5	856.5	272	"Alive"
"12"	18	1148	835	294	"Alive"
"13"	19	1133.5	835	282	"Alive"
"14"	20	1109.5	821.5	220	"Alive"
"15"	21	1095	805.5	246	"Alive"
"16"	22	1066.5	800.5	283	"Alive"
