"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	706	384.5	198	"Alive"
"2"	19	704	376.5	259	"Alive"
"3"	20	696	384.5	309	"Alive"
"4"	21	696	383	368	"Alive"
"5"	22	694.5	375	405	"Alive"
"6"	23	699.5	374.5	326	"Alive"
"7"	24	686.5	358	167	"Dead"
"8"	25	694.5	359.5	150	"Dead"
"9"	26	717	356.5	139	"Transitional"
"10"	27	728	339.5	230	"Dead"
"11"	28	739	331	233	"Dead"
"12"	29	738.5	336.5	217	"Dead"
"13"	30	738	338	170	"Dead"
"14"	31	735	344	167	"Dead"
"15"	32	737.5	372.5	234	"Alive"
