"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	14	344	858	217	"Transitional"
"2"	15	358	865.5	222	"Transitional"
"3"	16	363.5	863.5	240	"Transitional"
"4"	17	367.5	857.5	206	"Dead"
"5"	18	369	840.5	237	"Dead"
"6"	19	382.5	857.5	280	"Dead"
"7"	20	398	857.5	275	"Dead"
"8"	21	403.5	866	265	"Dead"
"9"	22	397	864	320	"Dead"
"10"	23	395	859	157	"Dead"
"11"	24	409.5	875	138	"Dead"
"12"	25	411.5	876.5	173	"Dead"
"13"	26	420.5	887.5	142	"Dead"
"14"	27	397.5	870.5	154	"Dead"
"15"	28	418	881	181	"Dead"
"16"	29	417.5	889	266	"Dead"
"17"	30	426	895.5	209	"Alive"
"18"	31	452	908.5	189	"Alive"
"19"	32	459.5	901	189	"Alive"
"20"	33	472	927.5	172	"Alive"
"21"	34	491	923	144	"Transitional"
"22"	35	490	926.5	158	"Transitional"
