"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	637.5	794.5	303	"Transitional"
"2"	22	617.5	803	274	"Alive"
"3"	23	590.5	803.5	398	"Alive"
"4"	24	575.5	795	255	"Dead"
"5"	25	560.5	789.5	325	"Dead"
"6"	26	551	814	360	"Dead"
"7"	27	552	810.5	439	"Dead"
"8"	28	545.5	814	477	"Dead"
"9"	29	548.5	808	602	"Dead"
"10"	30	576	821	152	"Alive"
"11"	31	576.5	824.5	139	"Transitional"
"12"	32	595	823	111	"Alive"
"13"	33	593	844.5	233	"Alive"
"14"	34	603.5	857	246	"Alive"
"15"	35	610.5	867	224	"Alive"
"16"	36	606	869	281	"Alive"
"17"	37	624	860.5	252	"Alive"
