"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	241	890.5	133	"Alive"
"2"	4	237.5	891	132	"Alive"
"3"	5	241	887	163	"Alive"
"4"	6	244.5	891.5	180	"Alive"
"5"	7	246	890	163	"Alive"
"6"	8	261	901	188	"Alive"
"7"	9	267	902	208	"Alive"
"8"	10	261.5	897	207	"Alive"
"9"	11	248	903	213	"Alive"
"10"	12	248.5	916	193	"Alive"
"11"	13	255	922	215	"Alive"
"12"	14	258	918.5	245	"Alive"
"13"	15	266.5	918.5	249	"Alive"
"14"	16	266	918.5	228	"Alive"
"15"	17	289.5	912	223	"Alive"
"16"	18	263.5	923.5	196	"Alive"
"17"	19	262.5	909	267	"Alive"
"18"	20	259	923.5	273	"Alive"
"19"	21	259	927.5	263	"Alive"
"20"	22	256.5	936	304	"Alive"
"21"	23	251	954	264	"Alive"
"22"	24	242.5	958.5	272	"Alive"
"23"	25	240	962	291	"Alive"
"24"	26	241.5	959.5	310	"Alive"
"25"	27	241.5	956.5	292	"Alive"
"26"	28	217	955.5	474	"Transitional"
