"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	630.5	732.5	218	"Alive"
"2"	19	628.5	722.5	303	"Alive"
"3"	20	617	723.5	315	"Alive"
"4"	21	610.5	725	331	"Alive"
"5"	22	610.5	726	323	"Alive"
"6"	23	609	727.5	328	"Alive"
"7"	24	599.5	719	346	"Alive"
"8"	25	603	722	363	"Alive"
"9"	26	621.5	716.5	377	"Alive"
"10"	27	623.5	694	831	"Transitional"
"11"	28	610.5	696.5	369	"Alive"
"12"	29	596	691	271	"Transitional"
"13"	30	588.5	690.5	270	"Transitional"
"14"	31	615.5	688	291	"Alive"
