"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	626	437	237	"Alive"
"2"	12	613	416	241	"Alive"
"3"	13	605.5	397.5	250	"Alive"
"4"	14	601.5	378.5	288	"Alive"
"5"	15	599.5	369.5	303	"Alive"
"6"	16	594	372	320	"Alive"
"7"	17	587	384.5	331	"Alive"
"8"	18	586	393.5	316	"Alive"
"9"	19	573.5	399.5	360	"Alive"
"10"	20	561.5	397.5	378	"Alive"
"11"	21	571	403	377	"Alive"
"12"	22	580	404.5	333	"Alive"
"13"	23	577	401.5	333	"Alive"
"14"	24	568	405.5	357	"Dead"
"15"	25	562.5	409.5	346	"Alive"
"16"	26	565	398.5	342	"Alive"
"17"	27	556	398	353	"Alive"
"18"	28	551.5	383	266	"Dead"
