"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	106.5	289.5	160	"Alive"
"2"	19	108.5	294.5	102	"Transitional"
"3"	20	109	306.5	224	"Transitional"
"4"	21	115	319.5	177	"Alive"
"5"	22	120	322	147	"Transitional"
"6"	23	115.5	316	283	"Transitional"
"7"	24	105	299	512	"Alive"
"8"	25	107.5	319	172	"Dead"
"9"	26	120	334	616	"Dead"
"10"	27	118.5	345.5	511	"Dead"
"11"	28	114	342	645	"Dead"
"12"	29	117.5	353.5	475	"Dead"
"13"	30	120.5	361.5	497	"Dead"
"14"	31	130.5	370	326	"Dead"
"15"	32	121	354	356	"Dead"
"16"	33	138	353	214	"Dead"
