"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	1298	388.5	230	"Alive"
"2"	7	1300	384.5	229	"Alive"
"3"	8	1294	388	236	"Alive"
"4"	9	1293	386.5	284	"Alive"
"5"	10	1294.5	365.5	277	"Alive"
"6"	11	1293	358.5	270	"Alive"
"7"	12	1283.5	367	256	"Alive"
"8"	13	1274	367.5	267	"Alive"
"9"	14	1269	377.5	298	"Alive"
"10"	15	1254	390	284	"Alive"
"11"	16	1243	400	335	"Alive"
"12"	17	1241.5	399	289	"Alive"
"13"	18	1251.5	395	302	"Alive"
"14"	19	1258	390	336	"Alive"
"15"	20	1267	384.5	314	"Alive"
"16"	21	1276	384	297	"Alive"
"17"	22	1291	387	314	"Alive"
"18"	23	1303	390	343	"Alive"
