"iteration","n","pearson_r","pearson_p","spearman_rho","spearman_p"
91,8,-0.474686998704747,0.234624158458765,-0.341463414634146,0.407782409074504
92,8,-0.835737197074621,0.0097602237165534,-0.731707317073171,0.0390863390212493
93,8,-0.505928546826429,0.20082797613255,-0.307692307692308,0.458455990282607
94,8,-0.656854096637617,0.0768003383516628,-0.468354430379747,0.241804882823014
95,8,-0.154279001538207,0.715284283387969,0.414634146341463,0.307070866237017
96,8,-0.328788535439093,0.426508992051956,-0.048780487804878,0.908681575447135
97,8,-0.0205588547007973,0.961463007982834,0.341463414634146,0.407782409074504
98,8,0.898289619518755,0.00243390622187455,1,0
99,8,-0.728534153971092,0.0403834810434626,-0.518987341772152,0.187514534406167
100,8,-0.184697732259579,0.661486951688377,0.102564102564103,0.809036692029818
101,8,-0.370747272621153,0.365922756021559,-0.45679012345679,0.255201343606103
102,8,-0.514166679266992,0.192372908043558,-0.414634146341463,0.307070866237017
103,8,-0.304151613350319,0.463910302219986,0.307692307692308,0.458455990282607
104,8,0.169922362767702,0.687475286550343,-0.0617283950617284,0.88455293510991
105,8,-0.552698682739211,0.15539432898682,-0.075,0.859901453857422
106,8,0.111605806186115,0.79247030241457,0.555555555555556,0.152822232383275
107,8,-0.389993745053795,0.339523774266128,-0.439024390243902,0.276486445900293
108,8,-0.981755194687338,1.49760039754421e-05,-0.973684210526316,4.46660881693344e-05
109,8,-0.576327213246421,0.134828653533426,-0.373493975903614,0.362100237410523
110,8,-0.219653249555778,0.601205578058287,-0.048780487804878,0.908681575447135
111,8,-0.472446443479059,0.237152193030312,-0.111111111111111,0.793374993649342
112,8,-0.684787874762568,0.0609543099461899,-0.555555555555556,0.152822232383275
113,8,0.903321255103945,0.0020984503121402,0.925925925925926,0.000960491276443564
114,8,-0.297065265628012,0.474904269485964,-0.0975609756097561,0.818230605541778
115,8,0.697260278080967,0.0545699389006826,0.468354430379747,0.241804882823014
116,8,-0.457548099402877,0.254312130840541,-0.135802469135802,0.74848368865351
117,8,-0.74819702260624,0.0327555617688425,-0.609756097560976,0.108484275261192
118,8,0.239533709410989,0.567758062695624,0.282051282051282,0.498531973667064
119,8,-0.614755517524899,0.104820912112083,-0.605263157894737,0.111837768489366
120,8,-0.183789524834723,0.663076191095423,0.125,0.768054962158203
121,8,-0.621976873865985,0.0996559305694863,-0.65,0.0810203515625
122,8,-0.55007206625394,0.157779854628402,-0.62962962962963,0.094345165105607
123,8,-0.0748775648886798,0.860128448529191,0.175,0.678512669677734
124,8,-0.387795442487522,0.342493109968577,-0.333333333333333,0.419753086419753
125,8,-0.434997613496431,0.281428165060605,-0.625,0.0975379943847655
126,8,-0.790498847936361,0.0195272477387595,-0.710843373493976,0.0480922136045092
127,8,-0.762859741482261,0.0276909218281749,-0.475,0.234272098388671
128,8,-0.254964585262673,0.542255441142391,0.027027027027027,0.949348996625618
129,8,0.156400794602196,0.711495607240752,0.555555555555556,0.152822232383275
130,8,-0.479458301333587,0.229286831768357,-0.180722891566265,0.668450469704889
131,8,-0.219653249555778,0.601205578058287,-0.048780487804878,0.908681575447135
132,8,0.222172251407604,0.596932205295556,0.810810810810811,0.0146177229257338
133,8,-0.215986407213098,0.607443964533413,-0.259259259259259,0.535232404809648
134,8,-0.567663681327679,0.142182175185372,-0.414634146341463,0.307070866237017
135,8,-0.543979694026776,0.163389418274495,-0.439024390243902,0.276486445900293
136,8,0.0940636617799997,0.824668213552332,0.780821917808219,0.0221854065027459
137,8,-0.0267951726387297,0.949783094162896,-0.283950617283951,0.495518316964043
138,8,-0.0932196131183982,0.826223171583319,0.333333333333333,0.419753086419753
139,8,0.669067160257169,0.0696064772752978,0.4,0.32616
140,8,-0.392733777426726,0.335839486482059,-0.232876712328767,0.578885910188631
141,8,0.893855150161079,0.00275680493844948,0.924050632911392,0.00103380815542862
142,8,-0.32458397871091,0.432799588375649,-0.075,0.859901453857422
143,8,-0.457299782002764,0.254603270570241,-0.301204819277108,0.468469529828103
144,8,-0.609414218630331,0.108737411409491,-0.560975609756098,0.148007079914522
145,8,-0.790498847936361,0.0195272477387595,-0.710843373493976,0.0480922136045092
146,8,-0.678871218673905,0.0641309261006976,-0.731707317073171,0.0390863390212493
147,8,-0.462979273672819,0.247986270418082,-0.139240506329114,0.742278902896378
148,8,-0.215560983375304,0.608169087026361,0,1
149,8,-0.83824840149875,0.00933802448862946,-0.802469135802469,0.016526566994929
150,8,-0.589484812567181,0.124074986108547,-0.69620253164557,0.0550950655487157
151,8,-0.551050176686501,0.156889202300619,-0.307692307692308,0.458455990282607
152,8,-0.162540555188008,0.700561701309352,0.463414634146342,0.247482670349255
153,8,-0.733386464668914,0.0384103245069575,-0.721518987341772,0.0433430021118049
154,8,0.865318348412641,0.00550721483497415,0.731707317073171,0.0390863390212493
155,8,-0.436910477481778,0.279075309595723,-0.392405063291139,0.336280494675457
156,8,-0.405487757292411,0.318937749348183,-0.121951219512195,0.773598436910597
157,8,-0.807877030557431,0.0152723251439864,-0.544303797468354,0.163088312636417
158,8,-0.226087018752832,0.590310965198819,0.209876543209877,0.617884622686196
159,8,-0.699335135283516,0.0535485881716961,-0.614457831325301,0.105037035536878
160,8,-0.32458397871091,0.432799588375649,-0.075,0.859901453857422
161,8,-0.745892179912636,0.0335995565868301,-0.375,0.360012054443359
162,8,-0.324247129260231,0.433305232468464,0.0120481927710843,0.977411824587767
163,8,0.0711493692850728,0.867044467191631,0.555555555555556,0.152822232383275
164,8,-0.493353459216017,0.21410330311114,0.139240506329114,0.742278902896378
165,8,-0.379118695067608,0.35432930357794,0.139240506329114,0.742278902896378
166,8,-0.887973151096027,0.0032261453693618,-0.975308641975309,3.69400528358034e-05
167,8,-0.701518867980252,0.0524861034489333,-0.525,0.181547481689453
168,8,-0.306431369585946,0.460395429485092,-0.594936708860759,0.119765536998206
169,8,0.897984168681926,0.00245531696481415,0.864864864864865,0.00556104694169674
170,8,-0.525027146352208,0.181520774845517,-0.414634146341463,0.307070866237017
171,8,-0.826586092791726,0.0114005807051023,-0.925925925925926,0.000960491276443552
172,8,-0.457695507544247,0.254139381300887,0.111111111111111,0.793374993649342
173,8,-0.52079588875304,0.185708879290779,-0.111111111111111,0.793374993649342
174,8,-0.908809491516555,0.00176849086149748,-0.615384615384616,0.104365016307875
175,8,-0.714859847554617,0.0462704122505298,-0.62962962962963,0.094345165105607
176,8,-0.861335774856463,0.00599153238039827,-0.924050632911392,0.00103380815542862
177,8,-0.271022452440131,0.516168874708567,-0.0886075949367088,0.834728317893272
178,8,-0.0440746430928464,0.917467004659665,0.027027027027027,0.949348996625618
179,8,-0.512296471395702,0.194275504318871,-0.468354430379747,0.241804882823014
180,8,-0.556896169629039,0.15162335639869,-0.421686746987952,0.298067492674002
181,8,0.100493580110599,0.812839294590709,0.234567901234568,0.576051906571553
182,8,-0.641497125577311,0.0864393760316234,-0.468354430379747,0.241804882823014
183,8,-0.890456196363452,0.00302219382891174,-0.924050632911392,0.00103380815542862
184,8,-0.283093305473986,0.496877733050194,-0.195121951219512,0.643326273058099
185,8,-0.449519387001483,0.263809892751372,-0.162162162162162,0.701234279866665
186,8,1,2.73691106313442e-47,1,2.73691106313442e-47
187,8,-0.731652334386694,0.0391085961469198,-0.620253164556962,0.100875222859378
188,8,0.764826260594323,0.0270511543655067,0.620253164556962,0.100875222859378
189,8,0.61697756541122,0.103215708738944,0.0410958904109589,0.923031918656945
190,8,-0.944610677444376,0.000407380027131113,-0.923076923076923,0.00107327636125645
191,8,0.129965755686804,0.759044383266834,0.468354430379747,0.241804882823014
192,8,-0.29362326135416,0.480281223389581,0.121951219512195,0.773598436910598
193,8,-0.679649134396212,0.0637077943367461,-0.615384615384616,0.104365016307875
194,8,-0.219509068412503,0.60145047684851,0.0731707317073171,0.863293782609012
195,8,-0.170654135754961,0.686181633613774,0.132530120481928,0.75440042927224
196,8,-0.127225015526424,0.764014709014289,0.341463414634146,0.407782409074504
197,8,-0.624958793771608,0.0975666869984579,-0.384615384615385,0.346809662449871
198,8,-0.50060552830083,0.206393122561461,-0.670886075949367,0.0685705618098423
199,8,-0.791704888219723,0.0192106750590941,-0.794871794871795,0.0183947102705782
200,8,0.207783717805896,0.621473875098472,0.538461538461539,0.16856229446825
201,8,-0.567663681327679,0.142182175185372,-0.414634146341463,0.307070866237017
202,8,-0.869975625886495,0.00497360605593613,-0.772151898734177,0.0247485870017686
203,8,-0.0475350764289596,0.911005902525382,0.292682926829268,0.481754330094079
204,8,0.117561690943471,0.781594397142741,0.615384615384616,0.104365016307875
205,8,-0.543426784854119,0.163903790445528,-0.594936708860759,0.119765536998206
206,8,0.91832752136494,0.00127990517447062,0.924050632911392,0.00103380815542862
207,8,0.848374452193082,0.00775380887431723,0.620253164556962,0.100875222859378
208,8,0.0566200906079084,0.894064005206625,0.139240506329114,0.742278902896378
209,8,-0.668131471161772,0.0701429452916561,-0.45,0.2632364453125
210,8,0.154876115132526,0.714217559616636,0.308641975308642,0.456997506224647
211,8,0.794973154757404,0.0183689592221541,0.620253164556962,0.100875222859378
212,8,-0.275705750558738,0.508651078629237,0.282051282051282,0.498531973667064
213,8,0.654919789226519,0.0779779190463094,0.0886075949367088,0.834728317893272
214,8,-0.363774267011375,0.37570797877638,-0.228915662650602,0.585542062912906
215,8,0.674262062804642,0.0666721087597374,0.24390243902439,0.560495956966516
216,8,-0.661418280028341,0.0740632321229258,-0.670886075949367,0.0685705618098423
217,8,-0.267796473145264,0.521371394141713,-0.121951219512195,0.773598436910597
218,8,-0.557205688118446,0.151347297917228,-0.341463414634146,0.407782409074504
219,8,0.684043671649234,0.0613486055986345,0.2,0.63488
220,8,0.14681110044078,0.728658977251229,0.560975609756098,0.148007079914522
221,8,-0.772648348415677,0.0245971108783264,-0.804878048780488,0.0159601987985089
222,8,-0.29362326135416,0.480281223389581,0.121951219512195,0.773598436910598
223,8,0.0365119666896204,0.93160088183399,0.44578313253012,0.268289002774831
224,8,0.903321255103945,0.00209845031214022,0.925925925925926,0.000960491276443564
225,8,-0.622934739032625,0.0989820436542241,-0.407407407407407,0.316429397723464
226,8,-0.426048514914029,0.292563895108827,-0.259259259259259,0.535232404809648
227,8,-0.892747460431212,0.00284156282450538,-0.802469135802469,0.016526566994929
228,8,-0.506665101913028,0.200064211662779,-0.234567901234568,0.576051906571553
229,8,-0.87774801071264,0.00415923028037607,-0.780487804878049,0.0222809739808402
230,8,-0.900319942963222,0.00229465944271192,-0.342465753424658,0.406316873398979
231,8,-0.205558286085016,0.625297714249788,-0.175,0.678512669677734
232,8,-0.429288905444372,0.288507427851159,-0.375,0.360012054443359
233,8,0.674262062804642,0.0666721087597374,0.24390243902439,0.560495956966516
234,8,-0.17642118193562,0.676009956329996,-0.259259259259259,0.535232404809648
235,8,-0.0944792123823279,0.823902843561555,0.121951219512195,0.773598436910598
236,8,0.0665210275121929,0.875640533307963,0.24390243902439,0.560495956966516
237,8,-0.0808720405826103,0.849024784598163,0.259259259259259,0.535232404809648
238,8,-0.849023838767548,0.00765854674749989,-0.780487804878049,0.0222809739808402
239,8,-0.234784913573739,0.575688592516385,-0.365853658536585,0.372777854160779
240,8,-0.791770840859379,0.019193456253052,-0.731707317073171,0.0390863390212493
241,8,-0.530381519554037,0.176294216561902,-0.487804878048781,0.220101844181823
242,8,-0.37866950001565,0.354947077202491,-0.0886075949367088,0.834728317893272
243,8,-0.310811279222501,0.453673016992186,-0.0617283950617284,0.88455293510991
244,8,-0.870217506096154,0.00494684082291168,-0.620253164556962,0.100875222859378
245,8,0.0874559560633957,0.836854302246033,0.292682926829268,0.481754330094079
246,8,-0.750486615410249,0.0319301436488228,-0.670886075949367,0.0685705618098423
247,8,-0.556780618383633,0.151726486922726,-0.0886075949367088,0.834728317893272
248,8,-0.663374289779145,0.0729080349454544,-0.609756097560976,0.108484275261192
249,8,-0.311265521679046,0.452978136946431,0.0617283950617284,0.88455293510991
250,8,0.197244246382886,0.639647387016513,0.555555555555556,0.152822232383275
251,8,0.88597703751517,0.00339639092703386,0.728395061728395,0.0404409294591197
252,8,-0.367867379130162,0.369950062298004,-0.125,0.768054962158203
253,8,-0.123822487942957,0.770194979277528,0.615384615384616,0.104365016307875
254,8,-0.816139553133036,0.0134744756571004,-0.560975609756098,0.148007079914522
255,8,-0.311265521679046,0.452978136946431,0.0617283950617284,0.88455293510991
256,8,-0.595789561147518,0.119099152175099,-0.424657534246575,0.294313618526343
257,8,-0.385926530913673,0.345026917349644,-0.544303797468354,0.163088312636417
258,8,-0.453798540180747,0.258726086500595,-0.139240506329114,0.742278902896378
259,8,-0.140706356812016,0.73963707823829,0.0602409638554217,0.887321161362285
260,8,-0.1128173274361,0.790255545925875,0.111111111111111,0.793374993649342
261,8,0.227016095958559,0.588743177063229,0.670886075949367,0.0685705618098423
262,8,-0.154719246715804,0.714497760790048,0.0632911392405063,0.881645645130731
263,8,-0.754646385881115,0.0304634436130774,-0.731707317073171,0.0390863390212493
264,8,-0.410381990168805,0.312561155624834,-0.1,0.813746249999999
265,8,-0.229510719584644,0.584540489609964,0.048780487804878,0.908681575447135
266,8,0.54528129324813,0.162182005897897,-0.0769230769230769,0.856337178454751
267,8,-0.677465087047072,0.0648999793666257,-0.536585365853659,0.170340970786708
268,8,-0.293811747463446,0.479986159261511,-0.259259259259259,0.535232404809648
269,8,0.531881271397805,0.174844951381687,0.358024691358025,0.383863009028071
270,8,-0.929815294876627,0.000819448673735876,-0.975308641975309,3.69400528358034e-05
271,8,-0.453798540180747,0.258726086500595,-0.139240506329114,0.742278902896378
272,8,-0.716301383376517,0.0456268838839037,-0.594936708860759,0.119765536998206
273,8,-0.0790251198522315,0.852443631380909,0.228915662650602,0.585542062912906
274,8,-0.287352860626134,0.490137693990031,0.230769230769231,0.582424123266531
275,8,-0.445184311869489,0.269010364410235,-0.301204819277108,0.468469529828103
276,8,-0.645856309249667,0.0836356948763063,-0.728395061728395,0.0404409294591196
277,8,0.840449388453622,0.00897767917524683,0.707317073170732,0.0497267470387709
278,8,-0.441889865564906,0.272996128105225,-0.367088607594937,0.371042516598345
279,8,-0.61371158944652,0.105579932636271,-0.728395061728395,0.0404409294591196
280,8,-0.796470358829063,0.0179912081776651,-0.804878048780488,0.0159601987985089
281,8,0.102900019615273,0.808420072016919,0.560975609756098,0.148007079914522
282,8,-0.849023838767548,0.00765854674749989,-0.780487804878049,0.0222809739808402
283,8,0.0195612789480961,0.963331957146867,0.0379746835443038,0.928865891742792
284,8,-0.87774801071264,0.00415923028037607,-0.780487804878049,0.0222809739808402
285,8,-0.400523820721754,0.325467331007555,-0.0731707317073171,0.863293782609012
286,8,-0.0725946340073399,0.864362520597521,0.283950617283951,0.495518316964043
287,8,-0.931845090300209,0.000751559335477939,-0.891891891891892,0.00290816977750489
288,8,-0.838667708987103,0.00926867997346948,-0.560975609756098,0.148007079914522
289,8,-0.781046623576874,0.0221212766593187,-0.620253164556962,0.100875222859378
290,8,-0.949322592718041,0.000313132745487273,-0.974683544303797,3.97984255471571e-05
291,8,-0.199826096309305,0.63518052734633,0.325,0.432175440673828
292,8,-0.0469992624501221,0.912006069548808,-0.048780487804878,0.908681575447135
293,8,-0.261432762941152,0.531690816065772,0.1,0.81374625
294,8,-0.167087774329703,0.692492598839528,0.390243902439024,0.339186635335989
295,8,-0.379274239369383,0.354115499488409,-0.108433734939759,0.798274813332511
296,8,-0.797515493790066,0.0177304191814221,-0.972972972972973,4.83603783960581e-05
297,8,-0.0552091233066283,0.896693051476807,0.275,0.509781307373047
298,8,-0.00721918884274456,0.986464491212762,0.215189873417721,0.608801860963225
299,8,0.70965342611848,0.0486401110978114,0.392405063291139,0.336280494675457
300,8,-0.215986407213098,0.607443964533412,-0.259259259259259,0.535232404809648
301,8,-0.908689997277839,0.0017752878173992,-1,0
302,8,0.0621790327703106,0.883714463233728,0.544303797468354,0.163088312636417
303,8,-0.46383899457042,0.246992292357198,-0.0975609756097561,0.818230605541778
304,8,-0.679960704786579,0.063538787424413,-0.316455696202532,0.445069441835733
305,8,-0.913810044260159,0.00149901060049098,-0.974683544303797,3.97984255471571e-05
306,8,0.00855750675785608,0.983955458154447,0.240506329113924,0.566138469404116
307,8,-0.604348155723258,0.112527833080795,-0.390243902439024,0.339186635335989
308,8,-0.915859690689168,0.00139680285622408,-0.615384615384616,0.104365016307875
309,8,-0.389993745053795,0.339523774266128,-0.439024390243902,0.276486445900293
310,8,0.108443982000038,0.798256049294197,0.175,0.678512669677734
311,8,-0.11306339519434,0.789805864029132,0.036144578313253,0.932287918005115
312,8,-0.395822840621806,0.331708319565885,-0.90625,0.00191781297326088
313,8,-0.837441763788376,0.00947234997683326,-0.753086419753086,0.0310085131644479
314,8,-0.593494776514878,0.120896974977976,-0.414634146341463,0.307070866237017
315,8,-0.760105491778029,0.0286025204920609,-0.79746835443038,0.0177421304392542
316,8,-0.841210357908824,0.00885518386110877,-0.772151898734177,0.0247485870017686
317,8,-0.337205352970107,0.414033467640699,0.0886075949367088,0.834728317893272
318,8,-0.85763073015364,0.00646583240088395,-1,0
319,8,-0.518344993824061,0.188158094365762,-0.518987341772152,0.187514534406167
320,8,-0.324247129260231,0.433305232468464,0.0120481927710843,0.977411824587767
321,8,-0.489793103684293,0.217942497678575,-0.121951219512195,0.773598436910597
322,8,0.0424890526611124,0.920428857229864,0.538461538461539,0.16856229446825
323,8,0.0115971225968979,0.978257344720574,0.24390243902439,0.560495956966516
324,8,-0.793062845635971,0.0188580830031547,-0.721518987341772,0.0433430021118049
325,8,0.00914226082141779,0.982859216084253,0.439024390243902,0.276486445900293
326,8,-0.851415686353079,0.0073141201072445,-0.825,0.0117014416503906
327,8,-0.660980114325959,0.0743234708657864,-0.62962962962963,0.094345165105607
328,8,-0.127225015526424,0.764014709014289,0.341463414634146,0.407782409074504
329,8,0.889344946949694,0.00311240570153105,0.746835443037975,0.033252559177418
330,8,-0.571710832748686,0.138720029518031,-0.268292682926829,0.520569891636616
331,8,0.840449388453621,0.00897767917524685,0.707317073170732,0.0497267470387709
332,8,-0.486521855819598,0.221501144176227,-0.113924050632911,0.788233439851227
333,8,-0.634582396449189,0.0909971127493658,-0.230769230769231,0.58242412326653
334,8,0.135307154771044,0.749378586172654,0.578947368421053,0.132647361838117
335,8,-0.457299782002764,0.254603270570241,-0.301204819277108,0.468469529828103
336,8,-0.259212976573858,0.535307912948029,-0.185185185185185,0.660634430204336
337,8,-0.716301383376517,0.0456268838839036,-0.594936708860759,0.119765536998206
338,8,-0.534355577834165,0.172468004335567,-0.432098765432099,0.285012238128342
339,8,-0.0196885449651323,0.963093517135948,-0.175,0.678512669677734
340,8,-0.343415540169524,0.404930276695335,-0.048780487804878,0.908681575447135
341,8,0.439736474253095,0.275617044821639,0.0617283950617284,0.88455293510991
342,8,-0.882867359115892,0.00367298438340539,-0.923076923076923,0.00107327636125645
343,8,-0.574189985900903,0.136622581071402,-0.439024390243902,0.276486445900293
344,8,-0.858190770519805,0.00639265227814553,-0.615384615384616,0.104365016307875
345,8,0.705496516792857,0.050583514616165,0.234567901234568,0.576051906571553
346,8,-0.127070009408853,0.764296024299894,0.620253164556962,0.100875222859378
347,8,-0.644014304045946,0.0848138566475674,-0.4,0.32616
348,8,0.600055155593222,0.11579764488507,0.417721518987342,0.303113679132795
349,8,0.830822434216462,0.0106211341813872,0.62962962962963,0.0943451651056068
350,8,-0.435563285350679,0.280731370082311,-0.317073170731707,0.444132360252344
351,8,-0.630832850427569,0.0935253696364681,-0.268292682926829,0.520569891636616
352,8,-0.836728176590935,0.00959219763929298,-0.780487804878049,0.0222809739808402
353,8,-0.379935456839364,0.353207277982381,0.0617283950617284,0.88455293510991
354,8,-0.557114076268814,0.15142897745123,-0.397590361445783,0.32935525869871
355,8,-0.403322137505956,0.321778741933413,-0.230769230769231,0.58242412326653
356,8,-0.514398034143352,0.192138235969756,-0.439024390243902,0.276486445900293
357,8,-0.631186324967084,0.0932853191414732,-0.555555555555556,0.152822232383275
358,8,0.764826260594323,0.0270511543655067,0.620253164556962,0.100875222859378
359,8,-0.629316530216563,0.0945591669134436,-0.675,0.0662613269042967
360,8,-0.805559794895405,0.0158021549902968,-0.746835443037975,0.0332525591774179
361,8,-0.41383465530583,0.308099605600363,-0.113924050632911,0.788233439851227
362,8,0.889344946949694,0.00311240570153105,0.746835443037975,0.033252559177418
363,8,-0.465867859578771,0.24465459603543,-0.113924050632911,0.788233439851227
364,8,-0.931312496196063,0.000769001718857805,-0.924050632911392,0.00103380815542862
365,8,0.130893906814602,0.757362807686076,0.468354430379747,0.241804882823014
366,8,-0.645856309249667,0.0836356948763063,-0.728395061728395,0.0404409294591196
367,8,-0.871202886108201,0.00483876012712404,-0.8,0.0171199999999999
368,8,0.741902174477655,0.0350918322390798,0.575,0.135941126708984
369,8,0.892606879381779,0.002852438729903,0.72972972972973,0.0398917240906803
370,8,-0.290450508012103,0.48525868617312,0.048780487804878,0.908681575447135
